#decomposeParDict,method,fvSolution,solveBatch,log,Build,Date,Time,nNodes,nProcs,CoMean,CoMax,UxInitRes,UxFinalRes,UxNoIter,UyInitRes,UyFinalRes,UyNoIter,UzInitRes,UzFinalRes,UzNoIter,p0InitRes,p0FinalRes,p0NoIter,p1InitRes,p1FinalRes,p1NoIter,contErrSumLocal0,contErrGlobal0,contErrCum0,contErrSumLocal1,contErrGlobal1,contErrCum1,Steps,ClockTimeFirstStep,ClockTimeNextToLastStep,ClockTimeLastStep,ExecutionTimeFirstStep,ExecutionTimeNextToLastStep,ExecutionTimeLastStep,ClockTimePerStepWOLastStep,ClockTimePerStep,ExecutionTimePerStepWOLastStep,ExecutionTimePerStep
mpi_00064-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:22:01,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422079,36,0.847536,9.97587e-07,507,7.07321e-10,-7.44638e-21,1.6335e-19,1.93775e-14,-1.40228e-20,1.49328e-19,10,25,323,350,23.15,321.38,347.98,37.25,36.1111,37.2788,36.0922
mpi_00064-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:23:17,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56182e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422079,36,0.847536,9.96578e-07,507,7.07322e-10,-1.15009e-20,1.55011e-19,1.936e-14,-1.24864e-20,1.42524e-19,10,24,292,315,21.7,289.13,311.97,33.5,32.3333,33.4288,32.2522
mpi_00064-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:44:41,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.042208,36,0.847536,9.94479e-07,507,7.07324e-10,-1.46244e-20,1.46862e-19,1.93236e-14,-7.40516e-21,1.39456e-19,10,23,284,306,20.85,280.98,303.22,32.625,31.4444,32.5162,31.3744
mpi_00064-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:15:15,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422079,36,0.847536,9.97551e-07,507,7.07323e-10,-1.03647e-20,2.0225e-19,1.93768e-14,-9.43651e-21,1.92813e-19,10,25,309,333,22.57,305.73,329.7,35.5,34.2222,35.395,34.1256
mpi_00064-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:47:35,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.042208,36,0.847536,9.9741e-07,507,7.07324e-10,-1.05179e-20,2.09259e-19,1.93743e-14,-1.58995e-20,1.93359e-19,10,23,283,305,20.97,280.44,302.6,32.5,31.3333,32.4338,31.2922
mpi_00064-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:50:17,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56182e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422077,36,0.847536,9.93428e-07,507,7.07319e-10,-1.72703e-20,1.68812e-19,1.93074e-14,-1.3531e-20,1.55281e-19,10,27,339,365,24.69,335.67,362.09,39,37.5556,38.8725,37.4889
mpi_00064-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:53:37,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422095,36,0.847536,9.9641e-07,507,7.07349e-10,-1.12414e-20,2.46792e-19,1.93558e-14,-1.09726e-20,2.35819e-19,10,30,371,402,26.76,368.35,399.04,42.625,41.3333,42.6988,41.3644
mpi_00064-method_scotch,scotch,PPCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:53:30,2,64,0.454204,0.458643,0.016723,7.01868e-06,2,0.16791,7.56181e-07,5,0.194413,4.97349e-07,5,0.847247,0.0422078,36,0.847536,9.97906e-07,507,7.07321e-10,-4.92538e-21,2.08276e-19,1.93865e-14,-7.23535e-21,2.01041e-19,10,27,338,364,24.52,334.82,361.16,38.875,37.4444,38.7875,37.4044
mpi_00128-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:30:00,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.98617e-07,630,9.48659e-10,-3.32963e-20,-3.9155e-19,2.40276e-14,-3.2176e-20,-4.23726e-19,10,21,123,136,19.52,121.17,134.28,12.75,12.7778,12.7063,12.7511
mpi_00128-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:31:01,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.99832e-07,630,9.48659e-10,-2.43152e-20,-3.63859e-19,2.40548e-14,-2.07016e-20,-3.8456e-19,10,24,147,162,22.61,144.7,160,15.375,15.3333,15.2612,15.2656
mpi_00128-method_scotch,scotch,PCGCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:33:09,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.98294e-07,630,9.48659e-10,-2.93492e-20,-4.14065e-19,2.40204e-14,-2.57797e-20,-4.39845e-19,10,22,123,136,19.69,121.19,134.26,12.625,12.6667,12.6875,12.73
mpi_00128-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc16_0_4_258-Opt-INTELMPI5_1_3_258,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:58:50,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.95654e-07,630,9.48659e-10,-2.16902e-20,-3.87875e-19,2.39612e-14,-2.84664e-20,-4.16341e-19,10,20,117,130,18.22,114.79,127.27,12.125,12.2222,12.0713,12.1167
mpi_00128-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_2_174-Opt-MPIMVAPICH2_2_2,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,16:24:48,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.70109e-07,981,9.48659e-10,-2.16596e-20,-3.77865e-19,2.17387e-14,-2.4132e-20,-4.01997e-19,10,23,142,164,21.61,140.6,162.69,14.875,15.6667,14.8737,15.6756
mpi_00128-method_scotch,scotch,PCG-FDIC,n32-4.1IAR-system-Icc17_0_4_196-Opt-INTELMPI2017_3_196,log.pimpleFoam.No1,4.1IAR,Nov 20 2017,17:00:11,4,128,0.454204,0.458642,0.016723,9.33425e-06,2,0.13039,8.23847e-06,4,0.122592,3.97911e-06,4,0.990643,0.0475744,31,0.887703,9.98612e-07,630,9.48659e-10,-2.75423e-20,-4.40413e-19,2.40275e-14,-2.53276e-20,-4.6574e-19,10,21,117,129,18.84,114.92,127.31,12,12,12.01,12.0522
